tripduration,startstationid,endstationid,bikeid
277,536,537,15261
627,478,484,15272
476,291,296,18345
247,128,347,17866
814,490,212,19554
587,417,306,16719
600,401,540,16179
1846,417,2022,16453
513,442,380,15674
989,457,173,14982
337,536,459,16575
504,366,300,17445
701,442,2003,20275
2197,396,426,18261
469,379,477,17222
386,271,323,16852
1103,365,414,15936
550,383,153,19184
572,519,380,16464
4513,435,505,17888
324,236,323,15138
488,293,410,16821
937,521,415,18027
31330,319,519,16285
387,426,455,18559
241,128,151,19300
1912,430,472,20318
836,519,375,16589
401,251,459,16643
998,401,260,15728
757,297,377,15331
259,540,174,20519
536,536,454,14948
597,453,173,15244
990,236,496,16485
1199,432,466,17671
301,310,298,16677
1095,327,304,17785
1008,466,526,15068
294,465,317,19659
732,490,168,19110
637,469,503,17631
298,2002,389,19132
522,417,427,15658
2017,459,164,15611
931,426,128,17071
1114,410,414,20515
1268,497,468,18282
483,313,239,15203
1422,251,116,17665
552,422,514,16351
1082,517,303,15711
524,517,546,18221
989,463,521,18602
1111,317,347,16454
293,270,324,16129
1090,144,248,16859
1269,483,327,17179
342,375,357,19365
536,474,482,15044
566,362,519,16553
384,486,503,15230
346,497,293,15191
546,448,447,18505
291,453,459,20357
688,151,168,17996
2585,291,257,17106
1548,336,330,18232
473,306,249,16190
1724,264,518,19727
619,335,377,19545
882,356,248,18919
1118,79,465,18179
927,488,168,18504
426,472,442,19791
619,457,538,19320
694,465,228,18681
1622,473,495,15180
172,150,394,16344
1484,532,315,16149
1174,377,427,15545
647,239,414,16929
1316,377,376,15570
283,401,151,15144
1246,79,153,14791
666,311,401,16829
609,470,519,16416
670,311,401,18791
1110,463,387,16073
507,457,508,18062
609,540,379,18175
583,503,434,18746
284,161,303,18428
439,448,523,17361
370,417,257,15829
248,285,229,20380
1111,393,347,14532
5371,173,337,18971
727,442,303,20134
688,243,489,15644
661,457,359,19882
1064,83,430,15939
663,293,419,20289
868,472,464,16396
762,457,522,18677
800,322,264,17244
403,282,539,17842
493,307,386,18362
47567,401,79,19781
267,336,382,20159
1478,466,237,18540
1645,401,274,18403
932,375,486,17896
1308,545,360,19743
3505,348,524,17156
180,243,153,17170
1753,422,375,18856
1085,346,387,14787
1406,387,314,16779
1051,260,225,15553
695,400,316,16895
694,434,523,15403
2061,467,518,15639
513,315,260,16949
239,336,382,17320
491,446,477,17080
307,2004,153,17700
294,236,336,16959
560,522,500,14542
266,384,83,18893
1083,481,251,16079
342,469,496,20379
405,143,2000,17503
295,393,403,17407
585,128,435,16477
857,519,523,16483
191,174,536,15247
668,173,522,16214
441,486,507,17713
350,465,435,19091
2837,284,482,20073
809,168,294,15864
579,349,237,15969
747,439,360,16518
978,311,128,20278
1440,325,376,17086
1467,329,394,15436
306,382,516,20123
1170,484,212,15687
609,457,538,19971
1159,461,464,17639
591,503,533,17052
798,361,540,17254
335,334,466,19923
484,401,483,18530
851,307,304,17329
505,244,300,18603
342,472,459,19553
320,382,336,18948
509,533,538,17168
1406,457,476,18244
1400,514,290,15840
131,251,250,18717
712,355,415,18642
1415,290,335,19875
1620,524,434,15151
1047,519,525,20234
1454,295,386,16432
522,521,463,17924
952,546,367,20298
1737,546,259,17921
932,325,442,15085
544,477,468,16203
612,524,522,17972
575,408,2004,16750
1545,497,2004,20335
778,465,497,16068
768,523,478,18236
596,327,360,16733
461,488,489,18579
419,83,446,18978
1787,249,250,16567
291,490,448,18961
1692,464,403,18770
725,167,290,16513
522,244,239,15726
401,402,174,15277
397,247,377,20176
899,394,284,15778
717,468,478,19572
539,414,217,15976
519,474,495,15723
516,503,431,19355
353,465,474,19462
677,516,485,19898
759,281,517,18051
1600,249,459,15861
490,291,268,14538
428,521,463,14852
539,380,167,15330
540,519,466,17326
931,469,346,17150
665,488,485,15810
74,251,251,19570
296,486,496,18829
1764,472,355,17923
642,353,232,17695
1233,532,260,18186
297,391,524,17222
337,270,239,16887
1130,446,513,20600
500,533,500,19166
790,457,524,15098
1598,477,419,17372
373,281,484,17756
1014,304,347,16737
1243,355,459,20044
451,519,526,19169
440,447,538,18744
920,347,253,14781
524,265,465,20302
459,336,428,15353
2428,316,495,19980
1427,531,442,17911
800,517,466,16082
674,488,469,18275
998,517,257,20075
871,409,418,19373
564,347,458,18161
2427,539,312,15550
743,469,440,15536
294,538,500,15612
582,293,377,15740
681,536,290,20020
636,275,395,16423
375,173,533,17721
1003,536,375,19725
591,297,546,18154
288,347,377,20125
1584,387,430,19843
336,493,479,19396
978,525,463,18177
437,285,498,15487
993,355,380,15895
580,330,488,15642
552,462,79,15328
463,486,325,16905
387,486,507,16247
550,320,489,15946
1574,387,430,16106
578,519,466,20598
183,356,311,17577
515,330,330,16369
1307,439,195,15820
443,364,300,20572
603,533,440,19724
1234,236,462,20206
1090,422,517,18858
847,442,293,19791
1070,243,440,19648
603,2003,466,20275
1221,237,153,18240
365,457,500,19794
1139,377,435,14832
686,442,127,20333
334,486,537,17383
858,241,420,15542
749,307,260,20531
269,363,304,19191
760,486,334,16360
695,72,468,19542
545,490,463,19162
521,150,295,17959
823,332,306,16109
551,519,466,17440
1199,394,465,18259
1055,270,412,14533
818,394,253,18934
386,245,430,15736
763,250,293,15599
670,489,450,16055
269,415,316,16176
690,527,297,19924
937,477,164,17080
340,513,479,19211
545,167,474,19529
509,493,352,19720
307,526,239,16072
1381,161,386,16848
450,359,464,15254
1537,422,463,14889
335,531,250,18736
407,360,386,15202
699,533,500,17989
17260,244,323,18082
338,266,237,17580
665,382,329,17985
280,336,293,18948
552,150,301,16578
1004,306,401,15466
595,475,285,14808
804,497,519,17219
282,453,521,17405
910,2004,257,18685
2156,412,464,17384
232,476,469,17783
1517,253,386,17501
517,337,435,19945
465,454,167,14948
672,523,444,18414
866,229,152,17126
1532,532,382,15438
431,244,242,17511
469,442,388,15624
722,173,525,15244
573,507,402,15993
981,128,465,16822
180,489,494,15238
446,303,229,19590
370,367,305,19107
621,482,466,15044
535,457,522,14786
820,489,488,15644
666,519,442,16210
465,536,440,15702
1058,394,462,18528
1441,2006,426,19661
1320,324,469,16088
429,442,537,17044
510,538,488,17034
543,320,195,20064
653,519,442,18219
768,167,446,19344
581,523,508,17742
1190,157,128,14776
512,249,427,18145
314,237,229,15969
177,153,526,17396
481,446,537,19333
438,270,323,17282
1219,412,233,17301
1560,446,146,17218
306,173,484,16204
625,517,466,19366
794,167,507,15401
1768,472,303,18435
1037,150,116,18566
1872,457,367,18277
900,490,174,19947
731,514,455,20072
181,276,492,17374
914,497,257,16944
751,167,507,17358
2328,306,405,20511
846,457,290,18812
490,244,324,15866
846,499,522,15414
397,319,386,16923
1291,128,319,17387
759,495,476,15723
332,306,427,16693
689,394,335,19718
721,363,327,17792
457,468,173,16203
386,164,518,18834
369,293,419,17653
609,276,251,18593
344,403,336,17407
713,419,462,17635
2619,475,525,18671
1936,315,472,17488
926,347,336,20352
491,306,259,15019
3572,2006,499,17605
1006,500,469,15440
1601,157,2003,15923
379,483,212,18848
1606,457,290,15506
896,459,151,20357
1638,457,290,16339
418,486,537,16222
1078,485,466,15837
1611,356,2006,14767
147,2004,396,16940
2218,472,459,17335
1353,536,447,15451
817,360,224,16386
1886,341,315,17937
658,533,538,16018
604,150,335,14740
1226,481,539,15780
787,72,285,19993
899,311,435,15501
151,382,294,17320
517,523,388,15242
451,347,151,18854
825,532,531,17276
357,395,143,18518
414,494,477,15238
789,500,486,17663
741,448,524,19364
697,387,315,20625
4155,305,492,20243
1443,293,363,17753
483,304,327,19559
10052,439,402,15771
2127,459,257,16643
660,475,167,15538
194,472,527,17749
876,422,524,19925
196,224,316,14632
775,503,128,15108
1077,464,523,15262
521,479,500,19211
417,446,405,19614
427,173,508,19471
2618,382,315,17938
708,394,268,15156
282,297,362,18127
277,357,336,16510
543,311,296,19117
244,465,153,18179
756,536,335,17532
721,236,296,19405
259,164,522,17286
604,521,167,15641
405,352,522,16866
256,293,375,15555
2596,416,315,18003
458,362,173,14971
1220,546,347,19489
516,236,403,18584
551,306,534,16796
2077,540,375,17254
358,289,275,20000
456,537,435,20292
1323,410,325,16821
477,316,315,16561
332,478,525,19572
456,485,442,15810
1147,402,462,15756
931,521,536,17405
610,316,360,17097
846,174,489,15698
385,433,509,19433
611,325,167,16905
1019,422,466,15298
2061,426,72,19579
2477,164,173,15843
1861,422,488,15769
839,498,285,15261
1412,437,532,19219
1000,484,466,16110
868,164,281,15119
2080,218,318,18571
1778,403,315,18997
1511,354,430,15638
1917,508,363,14885
632,146,161,15161
234,72,352,15012
87,521,521,18602
2152,243,465,18042
1327,401,304,16829
3160,522,2006,15528
693,379,521,18175
451,464,474,15300
392,284,453,16903
87,274,271,17640
487,218,414,17608
309,418,2001,19417
466,380,442,19238
759,457,519,17028
229,362,153,14768
320,336,382,17564
380,427,525,15844
411,355,408,16218
412,316,315,18046
2152,527,315,17749
462,454,312,15136
705,253,418,19847
1441,467,304,15362
378,457,507,19874
2303,444,259,17949
375,486,500,17523
1246,290,433,20020
523,435,161,19212
1080,280,387,15426
1539,521,529,20331
862,474,324,19529
681,534,315,17273
1056,393,450,20249
299,285,435,18070
1416,284,303,18231
379,536,474,19668
1689,151,151,17838
421,497,472,15615
512,488,509,17034
1224,521,479,18602
209,346,284,17150
1756,319,480,19299
279,336,293,16147
382,250,347,16417
342,430,2001,19800
405,164,290,19712
653,242,161,15953
1912,238,457,15308
1925,238,468,15004
563,382,128,20564
585,285,470,15024
1367,503,503,18048
1807,434,525,20586
1736,524,516,18708
575,290,517,16513
689,268,301,18112
1390,251,293,17808
937,435,537,19091
357,328,276,16962
436,474,167,15291
1210,306,355,16245
1048,349,432,15078
2368,325,318,18117
849,326,128,14874
176,442,459,18219
370,243,546,18601
3472,394,524,18200
399,280,435,17293
569,318,487,19202
1239,325,486,16235
2056,456,536,18978
1314,285,488,15400
1064,439,435,17417
491,241,218,16331
1962,459,546,18989
843,484,448,15994
430,526,435,19169
2747,519,281,16416
1954,394,259,17247
1222,394,470,14909
1442,348,417,19131
1904,308,257,18111
247,382,435,15621
2308,243,290,15715
439,311,326,15460
512,411,504,17483
1724,323,329,15562
1502,253,525,19429
336,383,486,15404
453,465,486,17008
1048,296,377,15802
922,488,448,19318
2051,420,310,15542
558,393,237,16428
2147,517,466,20029
835,488,490,19583
2038,268,328,19820
357,116,462,17951
2126,79,533,18000
36780,500,455,15787
1835,152,309,19014
323,519,485,15814
628,334,151,16360
3506,263,167,15929
240,369,335,14997
368,519,498,17219
598,280,345,18822
1368,474,348,17043
997,492,489,17788
518,469,447,16131
848,401,504,15685
640,128,368,19153
862,347,347,18705
1588,352,427,19509
1089,396,2002,20028
1097,459,446,16575
1199,477,447,19247
855,466,519,17565
161,276,146,19527
2607,519,281,15516
574,357,357,17252
20853,251,151,18593
1014,459,524,18530
144,476,476,15749
835,375,83,17745
423,536,507,16169
163,387,168,19525
1185,519,445,15985
218,457,513,14940
618,459,319,20568
546,524,500,15727
393,524,352,15587
1711,507,440,17713
178,254,284,16399
2490,507,410,15401
893,284,347,17149
890,457,423,19161
1805,500,153,17523
364,540,540,15987
1032,307,266,19840
803,150,302,18533
211,387,309,17891
2787,153,2006,19237
222,3002,233,16449
258,477,447,15238
402,519,472,16734
267,302,150,14952
1477,519,472,18502
547,384,261,15048
863,476,446,15270
97,408,408,16218
453,290,440,17230
397,296,265,19117
11173,508,448,17742
1674,150,382,15058
1551,442,442,16210
1437,395,315,17733
813,150,301,16943
1303,418,323,19373
1762,394,116,15436
1496,228,519,16188
95,362,492,20609
212,174,536,19947
92,486,486,17196
1619,410,151,19049
1764,517,442,18876
666,523,519,17361
510,2006,475,17093
482,366,324,16763
559,456,469,18485
252,524,484,19216
1503,302,446,16321
907,395,417,17013
944,418,2002,19225
921,418,2002,20173
456,546,435,18601
433,420,2001,19215
764,521,513,15980
1368,2006,237,20554
145,489,464,16593
1165,393,453,20236
1118,244,412,19335
318,270,383,20548
270,353,300,18567
475,467,467,16981
1088,72,238,17026
188,270,239,20193
284,395,157,19831
285,323,314,15941
392,244,244,15598
596,409,282,18438
920,307,259,19630
921,532,401,17204
816,336,363,16959
444,394,335,19141
716,326,459,15460
293,161,348,19212
621,161,253,16514
497,244,261,19621
436,444,285,15544
407,421,430,16919
64,315,315,19337
310,261,430,18404
1241,467,313,16981
253,420,271,17544
395,270,274,17073
1384,358,450,19268
1140,258,258,20068
537,498,472,17219
315,472,492,20318
433,465,448,19980
185,387,306,17399
321,344,120,16305
1868,495,474,15180
103,354,354,15508
784,354,271,14817
465,312,265,18745
253,311,349,17577
916,317,526,19605
569,412,128,19335
996,361,174,19061
435,265,263,15410
416,2022,335,20110
303,492,469,20609
556,377,375,20176
254,250,335,16205
753,363,224,14885
448,447,499,16131
1790,412,476,18926
275,237,450,19946
1401,257,523,16404
715,466,318,19777
537,290,318,18812
553,3002,326,19927
398,334,476,16742
791,306,348,19887
502,375,326,17254
548,318,465,18571
799,449,449,20018
1757,328,268,19820
307,116,380,18566
800,318,116,16351
1689,352,281,15018
246,268,268,16249
143,293,438,16020
396,450,447,19946
834,350,487,18815
894,347,79,16454
504,426,377,16379
1334,276,523,15790
214,348,250,15169
180,241,300,20205
837,380,536,16996
423,418,232,20559
1101,250,375,18717
339,504,293,17483
432,403,348,20271
1482,356,404,15601
300,438,293,16020
1008,446,500,16575
662,237,303,18540
289,236,285,19643
1801,290,380,15715
691,411,324,15849
348,445,293,15133
1060,536,128,17405
77,363,363,17753
319,79,462,15328
1152,499,525,16131
285,447,445,19247
464,494,507,17745
436,257,306,18111
276,311,291,19667
363,306,417,17399
322,253,161,18934
174,519,380,19691
598,509,382,17034
1466,335,2006,16581
2170,281,281,19753
2122,281,281,17333
1162,337,263,15738
914,448,337,19318
111,152,309,15378
436,501,507,16947
1287,167,499,16247
213,496,496,17353
569,285,247,19643
761,386,305,15216
792,293,536,19791
576,504,410,16475
356,232,406,20559
911,400,268,15445
296,445,293,20062
114650,137,137,17772
183,301,432,15002
476,265,394,15731
528,195,168,19642
2279,259,342,17247
1511,469,468,18485
521,386,415,18076
553,393,251,15685
565,465,352,18571
878,434,465,17257
272,482,463,20073
709,394,293,20088
707,394,293,15417
830,474,468,18784
371,2003,402,15923
1450,481,410,15591
1009,492,456,17893
579,150,251,14952
785,527,305,18016
557,150,251,20303
1306,82,144,18819
685,465,536,18042
1382,481,410,14984
873,445,469,14790
1286,481,144,14919
618,329,238,15860
277,450,508,19268
193,464,164,18053
543,247,403,19583
2926,309,444,19014
598,475,369,17119
358,79,463,17205
590,323,237,20069
983,128,306,20564
80,479,497,15605
420,310,391,14841
522,116,362,16351
930,488,388,15769
319,408,351,16218
310,168,417,19525
447,337,363,16132
1176,305,293,19107
320,475,540,18626
889,479,434,18602
793,311,389,18560
510,509,284,16019
316,270,239,16883
305,335,368,19475
25244,386,387,20187
573,341,296,15195
839,248,309,20277
509,444,293,18498
219,366,343,20356
1336,345,517,18822
360,402,345,18144
2567,488,281,15368
576,297,495,16122
562,301,161,18310
864,225,508,15553
1439,377,375,15897
753,489,519,17788
1007,362,445,17599
310,388,442,18837
253,519,472,16803
330,453,435,16903
488,336,303,19380
707,507,334,16169
1697,375,519,19725
1952,375,332,18717
640,517,458,20184
1690,329,228,17985
2454,517,488,16497
727,394,419,15731
561,428,377,15312
516,173,499,18261
326,435,476,19071
581,517,488,19626
493,410,250,19812
386,167,464,15929
1315,315,323,18046
496,457,464,15308
273,442,486,16213
447,519,509,16188
1125,327,259,14957
212,362,294,18127
1115,380,440,16464
520,401,435,20048
531,445,161,16907
1224,415,415,18076
484,439,128,16961
655,357,160,17252
634,510,164,15824
1010,467,310,20592
852,518,318,19727
697,319,329,18140
1915,352,434,15012
479,402,334,15564
746,468,2006,15004
555,442,434,18837
710,468,2006,18282
307,401,268,18791
519,458,523,17304
432,493,468,16728
414,523,293,17433
490,326,250,19927
1610,377,369,16427
306,301,229,18422
230,285,450,19993
567,465,328,20302
164,433,168,20020
479,478,514,14782
421,250,536,16567
1350,536,228,19282
1684,468,499,19542
1799,263,435,17385
1640,285,462,14808
1664,468,499,18784
298,478,529,18236
973,505,518,17888
1074,150,497,16430
412,461,402,19098
258,254,380,19833
1598,462,462,15328
701,488,525,15400
713,466,486,15837
124,247,79,19643
304,470,334,14909
571,509,444,15800
247,291,307,17560
734,330,146,16729
805,462,358,17951
1988,492,485,15278
219,291,307,19483
269,470,334,15024
286,151,348,16274
149,229,336,18699
292,290,164,15506
896,537,462,19091
700,2006,2006,17348
696,318,290,18812
630,519,450,15945
1277,293,497,20088
283,536,507,14759
725,361,361,17897
293,472,519,14741
244,403,3002,15481
1346,396,397,18751
1832,501,318,17415
1139,495,254,18776
222,486,537,14850
461,458,150,18161
424,318,533,19777
202,470,380,20283
2335,72,499,19579
1642,439,276,19617
1527,352,375,20503
505,497,510,15605
608,365,365,15776
122,423,480,19161
1607,518,518,18834
504,445,307,19806
1508,529,317,16822
238,531,251,16794
408,405,352,19614
894,335,519,20569
365,459,428,15460
358,410,327,17358
198,507,527,14759
599,467,157,18486
518,336,237,20352
148,442,512,17911
618,285,375,17344
1025,293,485,18498
391,195,351,17903
587,445,294,15985
428,391,310,16743
344,433,442,18631
1439,389,143,19132
544,459,317,18889
555,537,512,16164
1305,500,243,20536
971,2002,418,20543
1261,500,243,19395
140,468,468,19096
432,324,251,17341
574,369,2004,17119
273,446,482,15270
1540,248,540,20161
735,195,195,15239
995,364,157,20365
135,488,488,16497
703,509,392,15899
216,116,459,17665
262,368,294,19475
1115,518,433,18834
597,307,360,17560
538,303,276,15885
186,468,500,19096
645,475,379,17609
484,284,470,16399
522,237,375,20069
575,237,375,16441
501,238,404,17026
483,238,404,15860
908,276,212,18691
1117,488,493,19626
1346,537,224,15464
619,397,397,18751
462,444,482,15800
1100,488,493,16497
